rank,Number,idOriginal,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY,cohortYear,status,gender,yearsteaching
93,349,003o0000005Be6t,6,0.3029400,-0.2759600,350,-1.0,4.5,0.2472493,-0.3539287,0.0091806,0.0958153,2.2874665,-0.0629389,0.0722445,-0.0629389,-0.1129389,0.6722445,0.15,0,0,11
94,350,003o0000005Be6u,6,0.2186200,-0.2555500,351,-0.5,4.5,0.2472493,-0.3539287,0.0104980,0.1024597,2.4385954,-0.0781673,0.0662410,-0.0781673,-0.1281673,0.6662410,0.15,0,0,11
95,139,003o0000005Be6v,0,-0.5058500,-0.1769800,140,-0.5,-3.0,-0.3321476,-0.1116428,0.0344415,0.1855841,4.2558896,-0.0818071,-0.1665805,-4.0818071,-1.5818071,-0.5665805,0.15,0,1,11
96,351,003o0000005Be6w,6,0.2347300,-0.4044800,352,0.0,4.5,0.2472493,-0.3539287,0.0027122,0.0520785,1.2691927,0.0154700,0.0497277,0.0154700,-0.0345300,0.6497277,0.15,0,1,12
97,343,003o0000005Be6x,6,0.2577800,-0.3484900,344,-4.0,4.5,0.2472493,-0.3539287,0.0001405,0.0118522,0.2945639,0.0113418,0.0034410,0.0113418,-0.0386582,0.6034410,0.15,0,1,8
98,427,003o0000005Be6y,2,0.1036000,-0.5047200,428,-1.5,5.0,0.0846223,-0.2429010,0.0689094,0.2625059,5.8274643,0.2357156,-0.1155314,4.2357156,1.8857156,-1.4455314,0.15,0,0,11
99,435,003o0000005Be6z,2,0.0303300,-0.5115500,436,2.5,5.0,0.0846223,-0.2429010,0.0751200,0.2740802,6.0556125,0.2670135,-0.0618362,4.2670135,1.9170135,-1.3918362,0.15,0,0,11
100,434,003o0000005Be70,2,-0.1892700,-0.4422500,435,2.0,5.0,0.0846223,-0.2429010,0.1147570,0.3387580,7.2935586,0.1800650,0.2869383,4.1800650,1.8300650,-1.0430617,0.15,0,1,13
101,352,003o0000005Be71,6,0.1695300,-0.3850500,353,0.5,4.5,0.2472493,-0.3539287,0.0070088,0.0837187,2.0099591,-0.0355957,0.0757745,-0.0355957,-0.0855957,0.6757745,0.15,0,1,29
102,389,003o0000005Be72,4,0.0037700,-0.6106500,390,0.5,-5.0,-0.2250190,-0.1624963,0.2531861,0.5031760,10.1895056,-0.3630772,-0.3483691,1.6369228,0.2869228,1.4016309,0.15,0,0,13
103,203,003o0000005Be73,0,-0.2814900,-0.1399200,204,-3.5,0.0,-0.3321476,-0.1116428,0.0033658,0.0580154,1.4098733,0.0092958,0.0572659,-3.9907042,-1.4907042,-0.3427341,0.15,0,1,8
104,444,003o0000005Be74,3,0.4696500,0.2316600,445,5.5,3.5,0.3863704,0.2248236,0.0069822,0.0835597,2.0062916,-0.0352505,0.0757604,5.9647495,2.5647495,1.8057604,0.15,0,1,18
105,204,003o0000005Be75,0,-0.4123200,-0.2903700,205,-3.5,0.5,-0.3321476,-0.1116428,0.0383710,0.1958852,4.4721667,-0.0466047,-0.1902604,-4.0466047,-1.5466047,-0.5902604,0.15,0,1,8
106,205,003o0000005Be76,0,-0.4163300,-0.2668000,206,-3.5,1.0,-0.3321476,-0.1116428,0.0311604,0.1765231,4.0640901,-0.1065902,-0.1407087,-4.1065902,-1.6065902,-0.5407087,0.15,0,1,7
107,206,003o0000005Be77,0,-0.4795400,-0.2991400,207,-3.5,1.5,-0.3321476,-0.1116428,0.0568797,0.2384947,5.3474166,0.1414750,-0.1920014,-3.8585250,-1.3585250,-0.5920014,0.15,1,1,6
108,353,003o0000005Be78,6,0.2130700,-0.4200700,354,1.0,4.5,0.2472493,-0.3539287,0.0055429,0.0744506,1.7952372,-0.0165698,0.0725833,-0.0165698,-0.0665698,0.6725833,0.15,0,1,9
109,207,003o0000005Be79,0,-0.4880700,-0.1332900,208,-3.5,2.0,-0.3321476,-0.1116428,0.0247804,0.1574179,3.6547891,-0.1371393,-0.0772866,-4.1371393,-1.6371393,-0.4772866,0.15,0,0,11
110,296,003o0000005Be7A,1,-0.1350300,-0.4907600,297,4.5,0.5,0.2214238,0.0021967,0.3700656,0.6083302,11.8799120,0.4705406,-0.3855608,-1.5294594,-0.2794594,-2.1855608,0.15,0,0,13
111,391,003o0000005Be7a,4,-0.5139500,-0.0052000,392,-0.5,-5.0,-0.2250190,-0.1624963,0.1082233,0.3289730,7.1101620,0.2227488,0.2420872,2.2227488,0.8727488,1.9920872,0.15,0,1,23
112,208,003o0000005Be7B,0,-0.3771500,-0.3646900,209,-3.5,2.5,-0.3321476,-0.1116428,0.0660581,0.2570177,5.7185498,0.2171243,-0.1375322,-3.7828757,-1.2828757,-0.5375322,0.15,0,0,11
113,459,003o0000005Be7b,3,0.1972000,0.2795800,460,5.5,-4.0,0.3863704,0.2248236,0.0387837,0.1969358,4.4941195,-0.0426446,-0.1922632,5.9573554,2.5573554,1.5377368,0.15,1,1,12
114,209,003o0000005Be7C,0,-0.3866600,-0.1877400,210,-3.5,3.0,-0.3321476,-0.1116428,0.0087624,0.0936076,2.2370486,-0.0578536,0.0735890,-4.0578536,-1.5578536,-0.3264110,0.15,1,1,8
115,430,003o0000005Be7c,2,-0.1646000,-0.4667600,431,0.0,5.0,0.0846223,-0.2429010,0.1122246,0.3349994,7.2232711,0.1975554,0.2705484,4.1975554,1.8475554,-1.0594516,0.15,0,1,8
116,210,003o0000005Be7D,0,-0.3677000,-0.0553300,211,-3.5,3.5,-0.3321476,-0.1116428,0.0044351,0.0665966,1.6118208,-0.0027313,0.0665406,-4.0027313,-1.5027313,-0.3334594,0.15,0,1,12
117,101,003o0000005Be7e,5,0.0127600,0.1706700,102,-2.5,-2.0,-0.0632939,-0.0532988,0.0559462,0.2365295,5.3077174,0.1326412,-0.1958380,-5.8673588,-1.8673588,0.8041620,0.15,0,1,9
118,155,003o0000005Be7E,0,-0.5151600,-0.0699900,156,-3.0,2.5,-0.3321476,-0.1116428,0.0352285,0.1876926,4.3003098,-0.0751737,-0.1719808,-4.0751737,-1.5751737,-0.5719808,0.15,1,1,5
119,211,003o0000005Be7F,0,-0.3044100,-0.1124500,212,-3.0,3.5,-0.3321476,-0.1116428,0.0007700,0.0277494,0.6842829,0.0215022,0.0175409,-3.9784978,-1.4784978,-0.3824591,0.15,1,1,7
120,433,003o0000005Be7f,2,-0.0993300,-0.3957000,434,1.5,5.0,0.0846223,-0.2429010,0.0571860,0.2391359,5.3603570,0.1443347,-0.1906659,4.1443347,1.7943347,-1.5206659,0.15,0,0,17
121,406,003o0000005Be7g,4,-0.2832400,-0.2988900,407,-5.0,-2.0,-0.2250190,-0.1624963,0.0219929,0.1483001,3.4570664,-0.1409814,-0.0460126,1.8590186,0.5090186,1.7039874,0.15,0,1,10
122,407,003o0000005Be7G,4,-0.5247600,-0.1288900,408,-5.0,-1.5,-0.2250190,-0.1624963,0.0909740,0.3016190,6.5902225,0.2875133,0.0911600,2.2875133,0.9375133,1.8411600,0.15,0,0,26
123,213,003o0000005Be7H,0,-0.1971000,-0.3279500,214,-2.0,3.5,-0.3321476,-0.1116428,0.0650266,0.2550032,5.6784537,0.2097796,-0.1449799,-3.7902204,-1.2902204,-0.5449799,0.15,1,0,4
124,367,003o0000005Be7h,6,0.1733400,-0.2011300,368,5.0,1.5,0.2472493,-0.3539287,0.0288100,0.1697351,3.9194335,-0.1209245,-0.1191104,-0.1209245,-0.1709245,0.4808896,0.15,1,0,12
125,212,003o0000005Be7I,0,-0.2558400,-0.3008200,213,-2.5,3.5,-0.3321476,-0.1116428,0.0416109,0.2039874,4.6409717,-0.0145558,-0.2034674,-4.0145558,-1.5145558,-0.6034674,0.15,1,0,7
126,373,003o0000005Be7i,4,-0.0061600,-0.0028400,374,5.0,-1.5,-0.2250190,-0.1624963,0.0733894,0.2709048,5.9932274,0.2595961,-0.0774549,2.2595961,0.9095961,1.6725451,0.15,0,1,16
127,344,003o0000005Be7j,6,0.1232100,-0.5641200,345,-3.5,4.5,0.2472493,-0.3539287,0.0595661,0.2440617,5.4595404,0.1658526,-0.1790504,0.1658526,0.1158526,0.4209496,0.15,0,1,23
128,395,003o0000005Be7J,4,-0.4701900,0.0255900,396,-2.5,-5.0,-0.2250190,-0.1624963,0.0954853,0.3090069,6.7317195,0.2784411,0.1339994,2.2784411,0.9284411,1.8839994,0.15,0,1,20
129,214,003o0000005Be7K,0,-0.2384400,-0.4114900,215,-1.5,3.5,-0.3321476,-0.1116428,0.0986894,0.3141488,6.8297281,0.2683856,0.1632746,-3.7316144,-1.2316144,-0.2367254,0.15,0,0,9
130,363,003o0000005Be7k,6,0.0725400,-0.4030500,364,5.0,3.5,0.2472493,-0.3539287,0.0329362,0.1814834,4.1692695,-0.0937923,-0.1553681,-0.0937923,-0.1437923,0.4446319,0.15,0,0,12
131,156,003o0000005Be7l,0,-0.3167800,-0.2683000,157,-3.0,3.0,-0.3321476,-0.1116428,0.0247776,0.1574091,3.6545998,-0.1371462,-0.0772563,-4.1371462,-1.6371462,-0.4772563,0.15,0,1,11
132,215,003o0000005Be7L,0,-0.2755700,-0.4234400,216,-1.0,3.5,-0.3321476,-0.1116428,0.1004185,0.3168888,6.8817993,0.2617873,0.1785662,-3.7382127,-1.2382127,-0.2214338,0.15,0,1,8
133,370,003o0000005Be7M,4,-0.2266900,0.1346400,371,5.0,0.0,-0.2250190,-0.1624963,0.0882928,0.2971410,6.5040660,0.2899220,0.0651003,2.2899220,0.9399220,1.8151003,0.15,0,1,12
134,426,003o0000005Be7m,2,-0.0952800,-0.3464300,427,-2.0,5.0,0.0846223,-0.2429010,0.0430831,0.2075646,4.7151411,0.0005712,-0.2075639,4.0005712,1.6505712,-1.5375639,0.15,0,1,16
135,164,003o0000005Be7N,0,-0.5253700,-0.2596200,165,1.0,3.0,-0.3321476,-0.1116428,0.0592321,0.2433765,5.4457672,0.1629121,-0.1808086,-3.8370879,-1.3370879,-0.5808086,0.15,0,1,13
136,192,003o0000005Be7n,0,0.0314900,-0.2323800,193,-1.5,-3.5,-0.3321476,-0.1116428,0.1468098,0.3831576,8.1092257,-0.0967403,0.3707440,-4.0967403,-1.5967403,-0.0292560,0.15,0,0,13
137,165,003o0000005Be7O,0,-0.4977700,-0.2482400,166,1.5,3.0,-0.3321476,-0.1116428,0.0460896,0.2146848,4.8621155,0.0320240,-0.2122829,-3.9679760,-1.4679760,-0.6122829,0.15,0,0,22
138,174,003o0000005Be7o,0,-0.4900500,0.0766900,175,3.5,0.5,-0.3321476,-0.1116428,0.0604024,0.2457690,5.4938260,0.1730952,-0.1744720,-3.8269048,-1.3269048,-0.5744720,0.15,0,1,15
139,275,003o0000005Be7P,1,0.3895900,0.2115000,276,-2.5,4.0,0.2214238,0.0021967,0.0720878,0.2684916,5.9457124,0.2533472,-0.0888985,-1.7466528,-0.4966528,-1.8888985,0.15,0,1,19
140,449,003o0000005Be7p,3,0.5146900,0.0941300,450,5.5,1.0,0.3863704,0.2248236,0.0335467,0.1831577,4.2046717,-0.0890483,-0.1600535,5.9109517,2.5109517,1.5699465,0.15,0,1,11
141,354,003o0000005Be7Q,6,0.2109200,-0.3464300,355,1.5,4.5,0.2472493,-0.3539287,0.0013760,0.0370951,0.9105904,0.0227497,0.0293001,0.0227497,-0.0272503,0.6293001,0.15,0,1,8
142,461,003o0000005Be7q,3,0.3310800,0.4168500,462,5.5,-5.0,0.3863704,0.2248236,0.0399312,0.1998278,4.5544520,-0.0314292,-0.1973408,5.9685708,2.5685708,1.5326592,0.15,0,0,8
143,355,003o0000005Be7R,6,0.1054300,-0.3748000,356,2.0,4.5,0.2472493,-0.3539287,0.0205483,0.1433468,3.3489945,-0.1402748,-0.0295177,-0.1402748,-0.1902748,0.5704823,0.15,0,0,13
144,399,003o0000005Be7r,4,-0.2010400,-0.4030200,400,-4.5,-5.0,-0.2250190,-0.1624963,0.0584266,0.2417160,5.4123573,0.1557119,-0.1848795,2.1557119,0.8057119,1.5651205,0.15,0,0,13
145,181,003o0000005Be7s,0,-0.4846600,0.2613500,182,3.5,-3.0,-0.3321476,-0.1116428,0.1623837,0.4029686,8.4647602,-0.2311047,0.3301126,-4.2311047,-1.7311047,-0.0698874,0.15,0,1,17
146,437,003o0000005Be7S,2,-0.1113400,-0.2732300,438,3.5,5.0,0.0846223,-0.2429010,0.0393211,0.1982954,4.5225007,-0.0374281,-0.1947311,3.9625719,1.6125719,-1.5247311,0.15,0,0,18
147,166,003o0000005Be7T,0,-0.2641200,-0.0991300,167,2.0,3.0,-0.3321476,-0.1116428,0.0047843,0.0691688,1.6720387,-0.0069909,0.0688146,-4.0069909,-1.5069909,-0.3311854,0.15,0,0,16
148,431,003o0000005Be7t,2,0.4704800,-0.1136300,432,0.5,5.0,0.0846223,-0.2429010,0.1655972,0.4069363,8.5353632,-0.2563156,0.3160688,3.7436844,1.3936844,-1.0139312,0.15,0,1,16
149,423,003o0000005Be7u,2,0.3224300,0.3338200,424,-3.5,5.0,0.0846223,-0.2429010,0.3891596,0.6238266,12.1196362,0.5626059,-0.2695073,4.5626059,2.2126059,-1.5995073,0.15,0,1,15
150,453,003o0000005Be7U,3,0.2800200,0.3578200,454,5.5,-1.0,0.3863704,0.2248236,0.0289985,0.1702893,3.9312749,-0.1198958,-0.1209275,5.8801042,2.4801042,1.6090725,0.15,0,1,17
151,182,003o0000005Be7v,0,-0.4531800,0.1283600,183,3.5,-3.5,-0.3321476,-0.1116428,0.0722502,0.2687940,5.9516705,0.2541582,-0.0874859,-3.7458418,-1.2458418,-0.4874859,0.15,0,1,9
152,454,003o0000005Be7V,3,0.1992400,0.1799400,455,5.5,-1.5,0.3863704,0.2248236,0.0370323,0.1924378,4.3999955,-0.0591433,-0.1831240,5.9408567,2.5408567,1.5468760,0.15,0,1,12
153,455,003o0000005Be7W,3,0.2059200,0.2902100,456,5.5,-2.0,0.3863704,0.2248236,0.0368377,0.1919316,4.3893790,-0.0609234,-0.1820057,5.9390766,2.5390766,1.5479943,0.15,0,1,15
154,462,003o0000005Be7w,3,0.2247400,0.3145900,463,5.5,-5.5,0.3863704,0.2248236,0.0341824,0.1848848,4.2411391,-0.0839378,-0.1647326,5.9160622,2.5160622,1.5652674,0.15,0,0,15
155,176,003o0000005Be7x,0,-0.5497200,0.0891400,177,3.5,-0.5,-0.3321476,-0.1116428,0.0876515,0.2960599,6.4832212,0.2901563,0.0588285,-3.7098437,-1.2098437,-0.3411715,0.15,0,0,22
156,456,003o0000005Be7X,3,0.2602400,0.3655200,457,5.5,-2.5,0.3863704,0.2248236,0.0357044,0.1889560,4.3268894,-0.0710516,-0.1750886,5.9289484,2.5289484,1.5549114,0.15,0,1,13
157,398,003o0000005Be7y,4,0.0585600,0.0515200,399,-4.0,-5.0,-0.2250190,-0.1624963,0.1262201,0.3552746,7.6001026,0.0892310,0.3438864,2.0892310,0.7392310,2.0938864,0.15,0,1,15
158,457,003o0000005Be7Y,3,0.3697000,0.1227900,458,5.5,-3.0,0.3863704,0.2248236,0.0106888,0.1033864,2.4596010,-0.0802608,0.0651687,5.9197392,2.5197392,1.7951687,0.15,0,1,15
159,133,003o0000005Be7z,0,-0.4959700,0.0526800,134,2.5,-3.0,-0.3321476,-0.1116428,0.0538398,0.2320340,5.2166612,0.1121119,-0.2031519,-3.8878881,-1.3878881,-0.6031519,0.15,0,0,9
160,458,003o0000005Be7Z,3,0.2088600,0.2992200,459,5.5,-3.5,0.3863704,0.2248236,0.0370448,0.1924702,4.4006732,-0.0590291,-0.1831948,5.9409709,2.5409709,1.5468052,0.15,0,1,13
161,178,003o0000005Be80,0,-0.3361400,0.0636000,179,3.5,-1.5,-0.3321476,-0.1116428,0.0307260,0.1752883,4.0378370,-0.1094759,-0.1368979,-4.1094759,-1.6094759,-0.5368979,0.15,1,1,11
162,463,003o0000005Be81,3,0.2658900,0.3499400,464,5.0,-5.5,0.3863704,0.2248236,0.0301696,0.1736941,4.0039031,-0.1130201,-0.1318943,5.8869799,2.4869799,1.5981057,0.15,0,1,20
163,29,003o0000005Be82,5,-0.1076900,0.0494700,30,1.5,-1.0,-0.0632939,-0.0532988,0.0125324,0.1119484,2.6528442,-0.0988416,0.0525621,-6.0988416,-2.0988416,1.0525621,0.15,0,1,13
164,408,003o0000005Be83,4,0.0738300,-0.2226900,409,-5.0,-1.0,-0.2250190,-0.1624963,0.0929340,0.3048508,6.6522177,0.2843273,0.1099637,2.2843273,0.9343273,1.8599637,0.15,0,0,14
165,186,003o0000005Be84,0,-0.2882600,-0.2291500,187,1.5,-3.5,-0.3321476,-0.1116428,0.0157341,0.1254355,2.9542511,-0.1232407,0.0233621,-4.1232407,-1.6232407,-0.3766379,0.15,1,0,9
166,123,003o0000005Be85,5,-0.5088200,0.2255700,124,3.0,1.5,-0.0632939,-0.0532988,0.2762613,0.5256056,10.5597869,-0.2218709,-0.4764815,-6.2218709,-2.2218709,0.5235185,0.15,0,1,16
167,362,003o0000005Be86,6,0.0683800,-0.3661000,363,5.0,4.0,0.2472493,-0.3539287,0.0321424,0.1792829,4.1226633,-0.0997051,-0.1490008,-0.0997051,-0.1497051,0.4509992,0.15,0,1,9
168,23,003o0000005Be87,5,-0.2208700,0.2917700,24,0.5,1.0,-0.0632939,-0.0532988,0.1439027,0.3793451,8.0402204,-0.0702410,0.3727853,-6.0702410,-2.0702410,1.3727853,0.15,1,0,11
169,171,003o0000005Be88,0,-0.4794700,-0.0887000,172,3.5,2.0,-0.3321476,-0.1116428,0.0222303,0.1490982,3.4744356,-0.1409152,-0.0487150,-4.1409152,-1.6409152,-0.4487150,0.15,0,0,12
170,179,003o0000005Be89,0,-0.2148100,-0.4871600,180,3.5,-2.0,-0.3321476,-0.1116428,0.1547813,0.3934225,8.2940737,-0.1676069,0.3559342,-4.1676069,-1.6676069,-0.0440658,0.15,0,0,15
171,190,003o0000005Be8a,0,-0.4813000,-0.3695900,191,-0.5,-3.5,-0.3321476,-0.1116428,0.0887832,0.2979651,6.5199425,0.2896529,0.0698882,-3.7103471,-1.2103471,-0.3301118,0.15,0,1,8
172,342,003o0000005Be8A,6,0.2472800,-0.3584100,343,-4.5,4.5,0.2472493,-0.3539287,0.0000201,0.0044814,0.1117853,0.0044535,0.0004999,0.0044535,-0.0455465,0.6004999,0.15,1,0,7
173,142,003o0000005Be8b,0,-0.4393300,0.0110800,143,-2.0,-3.0,-0.3321476,-0.1116428,0.0265490,0.1629385,3.7737500,-0.1314514,-0.0962782,-4.1314514,-1.6314514,-0.4962782,0.15,0,1,7
174,339,003o0000005Be8B,6,0.3247300,-0.1735100,340,-4.5,3.0,0.2472493,-0.3539287,0.0385542,0.1963521,4.4819262,-0.0448523,-0.1911608,-0.0448523,-0.0948523,0.4088393,0.15,0,0,10
175,294,003o0000005Be8C,1,0.0453200,0.0116500,295,4.5,1.5,0.2214238,0.0021967,0.0311019,0.1763574,4.0605670,-0.1069847,-0.1402005,-2.1069847,-0.8569847,-1.9402005,0.15,0,0,15
176,357,003o0000005Be8c,6,-0.0263000,-0.4237800,358,3.0,4.5,0.2472493,-0.3539287,0.0797084,0.2823268,6.2169054,0.2817069,-0.0186989,0.2817069,0.2317069,0.5813011,0.15,0,1,12
177,172,003o0000005Be8D,0,-0.2668200,0.0193100,173,3.5,1.5,-0.3321476,-0.1116428,0.0214163,0.1463432,3.4144269,-0.1409301,-0.0394339,-4.1409301,-1.6409301,-0.4394339,0.15,0,0,12
178,272,003o0000005Be8d,1,0.2043000,0.0756100,273,-4.0,4.0,0.2214238,0.0021967,0.0056827,0.0753840,1.8169443,-0.0183688,0.0731118,-2.0183688,-0.7683688,-1.7268882,0.15,0,1,11
179,25,003o0000005Be8e,5,-0.1194700,0.1376400,26,1.5,1.0,-0.0632939,-0.0532988,0.0396134,0.1990311,4.5378453,-0.0345635,-0.1960070,-6.0345635,-2.0345635,0.8039930,0.15,1,0,8
180,428,003o0000005Be8E,2,-0.1543700,-0.3179700,429,-1.0,5.0,0.0846223,-0.2429010,0.0627527,0.2505048,5.5886829,0.1924810,-0.1603239,4.1924810,1.8424810,-1.4903239,0.15,0,1,13
181,24,003o0000005Be8f,5,-0.1890700,0.4076000,25,1.0,1.0,-0.0632939,-0.0532988,0.2282473,0.4777524,9.7630566,-0.4506769,-0.1585487,-6.4506769,-2.4506769,0.8414513,0.15,1,1,10
182,358,003o0000005Be8F,6,0.0423700,-0.4780800,359,3.5,4.5,0.2472493,-0.3539287,0.0573891,0.2395601,5.3689148,0.1462200,-0.1897598,0.1462200,0.0962200,0.4102402,0.15,1,0,11
183,159,003o0000005Be8G,0,-0.5706800,-0.1318600,160,-1.5,3.0,-0.3321476,-0.1116428,0.0573064,0.2393876,5.3654352,0.1454540,-0.1901304,-3.8545460,-1.3545460,-0.5901304,0.15,0,0,8
184,193,003o0000005Be8g,0,-0.0724100,-0.1526100,194,-2.0,-3.5,-0.3321476,-0.1116428,0.0691419,0.2629485,5.8362275,0.2371181,-0.1136527,-3.7628819,-1.2628819,-0.5136527,0.15,0,1,8
185,102,003o0000005Be8H,5,0.0324500,0.1936500,103,-2.5,-1.5,-0.0632939,-0.0532988,0.0701506,0.2648596,5.8740282,0.2429972,-0.1053707,-5.7570028,-1.7570028,0.8946293,0.15,0,1,11
