Number,idOriginal,newClusters,xs,ys,point,xVal,yVal,centerX,centerY,distNoSqrt,dist,theta,spiralX,spiralY,spiral7X,spiralGX,spiralGY
116,003o0000005EQMT,5,-0.21886,0.19975,117,0.5,2.5,-0.06329392,-0.0532988,0.0882345,0.297042927,6.502175047,0.289948775,0.064530675,-5.710051225,-1.710051225,1.064530675
117,003o0000005EQLA,5,-0.31818,-0.41147,118,1,2.5,-0.06329392,-0.0532988,0.193253522,0.439606099,9.109238345,-0.417902332,0.136422737,-6.417902332,-2.417902332,1.136422737
118,003o0000005Bebs,5,0.34818,0.54068,119,1.5,2.5,-0.06329392,-0.0532988,0.522121602,0.722579824,13.59557662,0.372489449,0.619171392,-5.627510551,-1.627510551,1.619171392
119,003o0000005Bes3,5,-0.44492,0.35599,120,2,2.5,-0.06329392,-0.0532988,0.313155787,0.55960324,11.1107864,0.06433053,-0.555893308,-5.93566947,-1.93566947,0.444106692
120,003o0000005Be9j,5,-0.36281,0.23121,121,2.5,2.5,-0.06329392,-0.0532988,0.170655139,0.413104272,8.644722392,-0.293665275,0.290544052,-6.293665275,-2.293665275,1.290544052
121,003o0000005Be8l,5,-0.32263,0.39162,122,3,2.5,-0.06329392,-0.0532988,0.265207941,0.514983438,10.38511267,-0.295212076,-0.421968922,-6.295212076,-2.295212076,0.578031078
122,003o0000005Be9l,5,-0.32973,0.17833,123,3,2,-0.06329392,-0.0532988,0.124640086,0.353044028,7.558922242,0.10266403,0.337787186,-5.89733597,-1.89733597,1.337787186
123,003o0000005Be85,5,-0.50882,0.22557,124,3,1.5,-0.06329392,-0.0532988,0.276261296,0.525605646,10.55978691,-0.221870926,-0.476481467,-6.221870926,-2.221870926,0.523518533
124,003o0000005Be9b,5,-0.46107,0.27414,125,3,1,-0.06329392,-0.0532988,0.265441978,0.515210615,10.38886122,-0.29375776,-0.423259207,-6.29375776,-2.29375776,0.576740793
125,003o0000005BegW,0,-0.35359,0.14892,126,3,0.5,-0.33214761,-0.11164283,0.068352764,0.261443616,5.806419807,0.232288445,-0.11997851,-3.767711555,-1.267711555,-0.51997851
126,003o0000005EQHb,0,-0.21129,0.09416,127,3,0,-0.33214761,-0.11164283,0.056961367,0.238665806,5.350870927,0.142239362,-0.191648978,-3.857760638,-1.357760638,-0.591648978
127,003o0000005EQJX,0,-0.4548,0.16853,128,3,-0.5,-0.33214761,-0.11164283,0.093540423,0.305843789,6.671235341,0.283103892,0.115726443,-3.716896108,-1.216896108,-0.284273557
128,003o0000005EQMn,0,-0.38531,0.14194,129,3,-1,-0.33214761,-0.11164283,0.067130491,0.259095526,5.759840659,0.224416222,-0.129490737,-3.775583778,-1.275583778,-0.529490737
129,003o0000005Befp,0,-0.47371,0.33744,130,3,-1.5,-0.33214761,-0.11164283,0.221715298,0.47086654,9.646292752,-0.459361273,-0.103452982,-4.459361273,-1.959361273,-0.503452982
130,003o0000005Bevh,0,-0.41241,0.20784,131,3,-2,-0.33214761,-0.11164283,0.10851133,0.32941058,7.118391768,0.221042609,0.244236555,-3.778957391,-1.278957391,-0.155763445
131,003o0000005Be9S,0,-0.55207,0.04011,132,3,-2.5,-0.33214761,-0.11164283,0.071394779,0.267198015,5.920204384,0.249788077,-0.094871995,-3.750211923,-1.250211923,-0.494871995
132,003o0000005Be91,0,-0.24121,-0.00575,133,3,-3,-0.33214761,-0.11164283,0.01948294,0.139581304,3.266522938,-0.138493457,-0.017392607,-4.138493457,-1.638493457,-0.417392607
133,003o0000005Be7z,0,-0.49597,0.05268,134,2.5,-3,-0.33214761,-0.11164283,0.053839768,0.23203398,5.21666115,0.112111936,-0.203151869,-3.887888064,-1.387888064,-0.603151869
134,003o0000005Be8q,0,-0.38746,0.06186,135,2,-3,-0.33214761,-0.11164283,0.033162693,0.182106267,4.182445485,-0.092051911,-0.157127776,-4.092051911,-1.592051911,-0.557127776
135,003o0000005Be9D,0,-0.19089,0.02259,136,1.5,-3,-0.33214761,-0.11164283,0.037972165,0.194864479,4.450819299,-0.050391401,-0.188236213,-4.050391401,-1.550391401,-0.588236213
136,003o0000005Be6b,0,-0.17586,-0.27748,137,1,-3,-0.33214761,-0.11164283,0.051927784,0.227876686,5.132160152,0.092871485,-0.208092939,-3.907128515,-1.407128515,-0.608092939
137,003o0000005Be6i,0,-0.38029,-0.02357,138,0.5,-3,-0.33214761,-0.11164283,0.010074513,0.100371874,2.39120475,-0.073414438,0.068445843,-4.073414438,-1.573414438,-0.331554157
138,003o0000005Be6k,0,-0.23999,0.03627,139,0,-3,-0.33214761,-0.11164283,0.03037123,0.174273436,4.016240092,-0.111755877,-0.133723051,-4.111755877,-1.611755877,-0.533723051
139,003o0000005Be6v,0,-0.50585,-0.17698,140,-0.5,-3,-0.33214761,-0.11164283,0.034441466,0.185584121,4.255889562,-0.081807093,-0.166580508,-4.081807093,-1.581807093,-0.566580508
140,003o0000005Be9q,0,-0.18931,-0.01744,141,-1,-3,-0.33214761,-0.11164283,0.029276756,0.171104518,3.948683395,-0.118336338,-0.12358506,-4.118336338,-1.618336338,-0.52358506
141,003o0000005Be8s,0,-0.41705,0.02088,142,-1.5,-3,-0.33214761,-0.11164283,0.024770716,0.157387154,3.654125281,-0.137163745,-0.077180459,-4.137163745,-1.637163745,-0.477180459
142,003o0000005Be8b,0,-0.43933,0.01108,143,-2,-3,-0.33214761,-0.11164283,0.026548958,0.162938509,3.773749986,-0.1314514,-0.096278177,-4.1314514,-1.6314514,-0.496278177
143,003o0000005Be9p,0,-0.22948,-0.14432,144,-2.5,-3,-0.33214761,-0.11164283,0.011608436,0.10774245,2.558102892,-0.089915933,0.059359588,-4.089915933,-1.589915933,-0.340640412
144,003o0000005Be3L,0,-0.2035,-0.10241,145,-3,-3,-0.33214761,-0.11164283,0.016635453,0.128978497,3.032830975,-0.128216399,0.014000278,-4.128216399,-1.628216399,-0.385999722
145,003o0000005BebU,0,-0.29186,-0.32467,146,-3,-2.5,-0.33214761,-0.11164283,0.047003667,0.21680329,4.90567915,0.04164549,-0.21276588,-3.95835451,-1.45835451,-0.61276588
146,003o0000005EQHv,0,-0.23456,-0.22923,147,-3,-2,-0.33214761,-0.11164283,0.023350084,0.152807343,3.555003392,-0.139934232,-0.061388068,-4.139934232,-1.639934232,-0.461388068
147,003o0000005EQIb,0,-0.20471,-0.21766,148,-3,-1.5,-0.33214761,-0.11164283,0.027479985,0.16577088,3.834564202,-0.127536011,-0.105898775,-4.127536011,-1.627536011,-0.505898775
148,003o0000005EQJP,0,-0.52142,0.19031,149,-3,-1,-0.33214761,-0.11164283,0.126999549,0.356369961,7.620299624,0.082521391,0.346683961,-3.917478609,-1.417478609,-0.053316039
149,003o0000005EQKx,0,-0.23572,-0.118,150,-3,-0.5,-0.33214761,-0.11164283,0.009338698,0.096636937,2.306204164,-0.06483272,0.071661816,-4.06483272,-1.56483272,-0.328338184
150,003o0000005EQCU,0,-0.27808,0.0748,151,-3,0,-0.33214761,-0.11164283,0.037684235,0.194124278,4.435327375,-0.053098911,-0.186721024,-4.053098911,-1.553098911,-0.586721024
151,003o0000005EQJz,0,-0.26276,0.09581,152,-3,0.5,-0.33214761,-0.11164283,0.047851317,0.218749439,4.945632077,0.050560436,-0.212826125,-3.949439564,-1.449439564,-0.612826125
152,003o0000005Be8o,0,-0.15357,0.0874,153,-3,1,-0.33214761,-0.11164283,0.071508011,0.267409818,5.924382619,0.250380609,-0.093901873,-3.749619391,-1.249619391,-0.493901873
153,003o0000005Be8h,0,-0.30499,0.19251,154,-3,1.5,-0.33214761,-0.11164283,0.09324648,0.305362866,6.662026504,0.283710756,0.112936649,-3.716289244,-1.216289244,-0.287063351
154,003o0000005Be9k,0,-0.10471,0.07244,155,-3,2,-0.33214761,-0.11164283,0.085614355,0.292599307,6.416378952,0.290007706,0.038857239,-3.709992294,-1.209992294,-0.361142761
155,003o0000005Be7E,0,-0.51516,-0.06999,156,-3,2.5,-0.33214761,-0.11164283,0.035228493,0.18769255,4.300309768,-0.075173748,-0.171980815,-4.075173748,-1.575173748,-0.571980815
156,003o0000005Be7l,0,-0.31678,-0.2683,157,-3,3,-0.33214761,-0.11164283,0.024777632,0.157409124,3.654599835,-0.137146245,-0.077256325,-4.137146245,-1.637146245,-0.477256325
157,003o0000005Be6c,0,-0.35056,-0.38269,158,-2.5,3,-0.33214761,-0.11164283,0.073805584,0.271671832,6.008310954,0.261473084,-0.073738801,-3.738526916,-1.238526916,-0.473738801
158,003o0000005Be6d,0,-0.44157,-0.16697,159,-2,3,-0.33214761,-0.11164283,0.015034355,0.122614661,2.89151209,-0.118800424,0.030344924,-4.118800424,-1.618800424,-0.369655076
159,003o0000005Be8G,0,-0.57068,-0.13186,160,-1.5,3,-0.33214761,-0.11164283,0.057306435,0.239387625,5.365435172,0.145453984,-0.190130412,-3.854546016,-1.354546016,-0.590130412
160,003o0000005Be9h,0,-0.50166,0.02105,161,-1,3,-0.33214761,-0.11164283,0.046341837,0.215271544,4.874188613,0.034679082,-0.212459876,-3.965320918,-1.465320918,-0.612459876
161,003o0000005Be8N,0,-0.32343,0.13153,162,-0.5,3,-0.33214761,-0.11164283,0.059209022,0.243329041,5.444812308,0.162707676,-0.18092881,-3.837292324,-1.337292324,-0.58092881
162,003o0000005Be6e,0,-0.48579,-0.27835,163,0,3,-0.33214761,-0.11164283,0.051397265,0.226709648,5.108387552,0.087448639,-0.209165007,-3.912551361,-1.412551361,-0.609165007
163,003o0000005Be6g,0,-0.51159,-0.01923,164,0.5,3,-0.33214761,-0.11164283,0.040739702,0.201840785,4.596359223,-0.023367024,-0.200483627,-4.023367024,-1.523367024,-0.600483627
164,003o0000005Be7N,0,-0.52537,-0.25962,165,1,3,-0.33214761,-0.11164283,0.059232135,0.243376529,5.445767154,0.162912148,-0.180808647,-3.837087852,-1.337087852,-0.580808647
165,003o0000005Be7O,0,-0.49777,-0.24824,166,1.5,3,-0.33214761,-0.11164283,0.046089563,0.214684799,4.862115461,0.032024033,-0.212282887,-3.967975967,-1.467975967,-0.612282887
166,003o0000005Be7T,0,-0.26412,-0.09913,167,2,3,-0.33214761,-0.11164283,0.004784327,0.069168827,1.672038737,-0.006990862,0.068814639,-4.006990862,-1.506990862,-0.331185361
167,003o0000005Be9Z,0,-0.15458,-0.18165,168,2.5,3,-0.33214761,-0.11164283,0.03643126,0.190869746,4.367097981,-0.064603781,-0.179604041,-4.064603781,-1.564603781,-0.579604041
168,003o0000005Be9W,0,-0.39149,-0.00045,169,3,3,-0.33214761,-0.11164283,0.015885365,0.126037156,2.967613185,-0.124134462,0.021817423,-4.124134462,-1.624134462,-0.378182577
169,003o0000005Be9d,0,-0.34382,-0.1126,170,3.5,3,-0.33214761,-0.11164283,0.000137161,0.01171157,0.291087999,0.01121889,0.003361158,-3.98878111,-1.48878111,-0.396638842
170,003o0000005Be9O,0,-0.37898,0.08709,171,3.5,2.5,-0.33214761,-0.11164283,0.04168801,0.20417642,4.644896609,-0.013769891,-0.203711562,-4.013769891,-1.513769891,-0.603711562
171,003o0000005Be88,0,-0.47947,-0.0887,172,3.5,2,-0.33214761,-0.11164283,0.02223026,0.149098156,3.474435558,-0.140915246,-0.048715023,-4.140915246,-1.640915246,-0.448715023
172,003o0000005Be8D,0,-0.26682,0.01931,173,3.5,1.5,-0.33214761,-0.11164283,0.02141634,0.146343228,3.414426853,-0.140930146,-0.039433921,-4.140930146,-1.640930146,-0.439433921
173,003o0000005Be8Q,0,-0.22674,0.02861,174,3.5,1,-0.33214761,-0.11164283,0.030781621,0.175446917,4.041210747,-0.109112031,-0.13739063,-4.109112031,-1.609112031,-0.53739063
174,003o0000005Be7o,0,-0.49005,0.07669,175,3.5,0.5,-0.33214761,-0.11164283,0.06040242,0.245769037,5.493825994,0.173095203,-0.174471976,-3.826904797,-1.326904797,-0.574471976
175,003o0000005Be9L,0,-0.36,0.00017,176,3.5,0,-0.33214761,-0.11164283,0.013277865,0.115229617,2.726507951,-0.105444567,0.046468353,-4.105444567,-1.605444567,-0.353531647
176,003o0000005Be7x,0,-0.54972,0.08914,177,3.5,-0.5,-0.33214761,-0.11164283,0.08765149,0.296059943,6.483221225,0.290156342,0.058828453,-3.709843658,-1.209843658,-0.341171547
177,003o0000005Be9U,0,-0.22618,-0.38221,178,3.5,-1,-0.33214761,-0.11164283,0.084435728,0.290578265,6.377259626,0.289293407,0.02729565,-3.710706593,-1.210706593,-0.37270435
178,003o0000005Be80,0,-0.33614,0.0636,179,3.5,-1.5,-0.33214761,-0.11164283,0.030725989,0.175288302,4.037837012,-0.109475866,-0.136897858,-4.109475866,-1.609475866,-0.536897858
179,003o0000005Be89,0,-0.21481,-0.48716,180,3.5,-2,-0.33214761,-0.11164283,0.15478126,0.393422495,8.294073689,-0.167606933,0.355934229,-4.167606933,-1.667606933,-0.044065771
180,003o0000005Be8w,0,-0.51589,0.13932,181,3.5,-2.5,-0.33214761,-0.11164283,0.096743608,0.311036345,6.770448188,0.274837223,0.14563004,-3.725162777,-1.225162777,-0.25436996
181,003o0000005Be7s,0,-0.48466,0.26135,182,3.5,-3,-0.33214761,-0.11164283,0.16238368,0.402968585,8.464760236,-0.231104686,0.330112563,-4.231104686,-1.731104686,-0.069887437
182,003o0000005Be7v,0,-0.45318,0.12836,183,3.5,-3.5,-0.33214761,-0.11164283,0.072250198,0.268793969,5.951670467,0.254158241,-0.087485921,-3.745841759,-1.245841759,-0.487485921
183,003o0000005Be9M,0,-0.24834,-0.17354,184,3,-3.5,-0.33214761,-0.11164283,0.010854975,0.104187212,2.47773774,-0.082060229,0.064195747,-4.082060229,-1.582060229,-0.335804253
184,003o0000005Be8r,0,-0.30324,-0.22233,185,2.5,-3.5,-0.33214761,-0.11164283,0.0130873,0.114399736,2.707897657,-0.103808518,0.048073809,-4.103808518,-1.603808518,-0.351926191
185,003o0000005Bdzb,0,-0.15568,-0.40553,186,2,-3.5,-0.33214761,-0.11164283,0.117510486,0.342798025,7.368887886,0.159843735,0.303249842,-3.840156265,-1.340156265,-0.096750158
186,003o0000005Be84,0,-0.28826,-0.22915,187,1.5,-3.5,-0.33214761,-0.11164283,0.015734057,0.125435471,2.954251146,-0.123240707,0.023362053,-4.123240707,-1.623240707,-0.376637947
187,003o0000005Be8u,0,-0.29858,-0.37888,188,1,-3.5,-0.33214761,-0.11164283,0.072542489,0.26933713,5.962370479,0.255595222,-0.084932749,-3.744404778,-1.244404778,-0.484932749
188,003o0000005Be98,0,-0.3655,-0.23962,189,0.5,-3.5,-0.33214761,-0.11164283,0.017490538,0.132251798,3.105209776,-0.132164275,0.004810639,-4.132164275,-1.632164275,-0.395189361
189,003o0000005Be8x,0,-0.21635,-0.58722,190,0,-3.5,-0.33214761,-0.11164283,0.239582731,0.48947189,9.960540522,-0.42088689,-0.249873882,-4.42088689,-1.92088689,-0.649873882
190,003o0000005Be8a,0,-0.4813,-0.36959,191,-0.5,-3.5,-0.33214761,-0.11164283,0.088783178,0.297965062,6.519942521,0.289652934,0.069888164,-3.710347066,-1.210347066,-0.330111836
191,003o0000005Be9H,0,-0.28587,-0.50389,192,-1,-3.5,-0.33214761,-0.11164283,0.15599946,0.394967669,8.321780967,-0.178100064,0.352533441,-4.178100064,-1.678100064,-0.047466559
192,003o0000005Be7n,0,0.03149,-0.23238,193,-1.5,-3.5,-0.33214761,-0.11164283,0.146809776,0.383157638,8.109225722,-0.096740252,0.370743981,-4.096740252,-1.596740252,-0.029256019
193,003o0000005Be8g,0,-0.07241,-0.15261,194,-2,-3.5,-0.33214761,-0.11164283,0.069141935,0.262948541,5.836227471,0.237118098,-0.113652727,-3.762881902,-1.262881902,-0.513652727
194,003o0000005Be9n,0,-0.29205,-0.01618,195,-2.5,-3.5,-0.33214761,-0.11164283,0.01072097,0.103542118,2.463127845,-0.080611382,0.064982884,-4.080611382,-1.580611382,-0.335017116
195,003o0000005Be96,0,-0.15397,-0.22007,196,-3,-3.5,-0.33214761,-0.11164283,0.043503712,0.208575435,4.73605848,0.004936415,-0.208517011,-3.995063585,-1.495063585,-0.608517011
196,003o0000005Beph,0,-0.471,-0.17194,197,-3.5,-3.5,-0.33214761,-0.11164283,0.022915735,0.15137944,3.524018419,-0.140444113,-0.056490583,-4.140444113,-1.640444113,-0.456490583
197,003o0000005Cue6,0,-0.43513,-0.32936,198,-3.5,-3,-0.33214761,-0.11164283,0.058006139,0.240844636,5.394807648,0.151893938,-0.186907385,-3.848106062,-1.348106062,-0.586907385
198,003o0000005Bens,0,-0.412,-0.3237,199,-3.5,-2.5,-0.33214761,-0.11164283,0.051344648,0.226593573,5.106021872,0.086909057,-0.209264099,-3.913090943,-1.413090943,-0.609264099
199,003o0000005EQHe,0,-0.30553,-0.08098,200,-3.5,-2,-0.33214761,-0.11164283,0.001648706,0.040604265,0.995039203,0.022107804,0.034058058,-3.977892196,-1.477892196,-0.365941942
200,003o0000005Cuim,0,-0.34263,-0.15001,201,-3.5,-1.5,-0.33214761,-0.11164283,0.00158192,0.039773361,0.975069179,0.022317262,0.03292203,-3.977682738,-1.477682738,-0.36707797
201,003o0000005EQNf,0,-0.45023,-0.19906,202,-3.5,-1,-0.33214761,-0.11164283,0.021585212,0.146919068,3.426981891,-0.140976506,-0.041362267,-4.140976506,-1.640976506,-0.441362267
202,003o0000005EQJZ,0,-0.36344,-0.19303,203,-3.5,-0.5,-0.33214761,-0.11164283,0.007603085,0.087195671,2.090040061,-0.043268558,0.07570282,-4.043268558,-1.543268558,-0.32429718
203,003o0000005Be73,0,-0.28149,-0.13992,204,-3.5,0,-0.33214761,-0.11164283,0.003365792,0.058015444,1.409873278,0.00929578,0.057265874,-3.99070422,-1.49070422,-0.342734126
204,003o0000005Be75,0,-0.41232,-0.29037,205,-3.5,0.5,-0.33214761,-0.11164283,0.038371013,0.195885205,4.472166705,-0.046604719,-0.190260384,-4.046604719,-1.546604719,-0.590260384
205,003o0000005Be76,0,-0.41633,-0.2668,206,-3.5,1,-0.33214761,-0.11164283,0.031160422,0.176523149,4.064090132,-0.106590198,-0.140708749,-4.106590198,-1.606590198,-0.540708749
206,003o0000005Be77,0,-0.47954,-0.29914,207,-3.5,1.5,-0.33214761,-0.11164283,0.056879705,0.238494665,5.347416564,0.141474969,-0.192001402,-3.858525031,-1.358525031,-0.592001402
207,003o0000005Be79,0,-0.48807,-0.13329,208,-3.5,2,-0.33214761,-0.11164283,0.024780392,0.157417889,3.654789149,-0.137139253,-0.077286591,-4.137139253,-1.637139253,-0.477286591
208,003o0000005Be7B,0,-0.37715,-0.36469,209,-3.5,2.5,-0.33214761,-0.11164283,0.066058085,0.257017675,5.718549773,0.217124339,-0.137532203,-3.782875661,-1.282875661,-0.537532203
209,003o0000005Be7C,0,-0.38666,-0.18774,210,-3.5,3,-0.33214761,-0.11164283,0.00876238,0.093607585,2.237048552,-0.05785361,0.073588992,-4.05785361,-1.55785361,-0.326411008
210,003o0000005Be7D,0,-0.3677,-0.05533,211,-3.5,3.5,-0.33214761,-0.11164283,0.004435107,0.066596601,1.611820809,-0.002731325,0.066540567,-4.002731325,-1.502731325,-0.333459433
211,003o0000005Be7F,0,-0.30441,-0.11245,212,-3,3.5,-0.33214761,-0.11164283,0.000770027,0.027749352,0.684282905,0.021502211,0.017540851,-3.978497789,-1.478497789,-0.382459149
212,003o0000005Be7I,0,-0.25584,-0.30082,213,-2.5,3.5,-0.33214761,-0.11164283,0.041610853,0.203987384,4.640971719,-0.01455584,-0.203467394,-4.01455584,-1.51455584,-0.603467394
213,003o0000005Be7H,0,-0.1971,-0.32795,214,-2,3.5,-0.33214761,-0.11164283,0.065026649,0.255003233,5.678453714,0.209779615,-0.144979867,-3.790220385,-1.290220385,-0.544979867
214,003o0000005Be7K,0,-0.23844,-0.41149,215,-1.5,3.5,-0.33214761,-0.11164283,0.098689442,0.314148757,6.829728074,0.2683856,0.163274649,-3.7316144,-1.2316144,-0.236725351
215,003o0000005Be7L,0,-0.27557,-0.42344,216,-1,3.5,-0.33214761,-0.11164283,0.100418501,0.316888784,6.881799311,0.261787343,0.178566202,-3.738212657,-1.238212657,-0.221433798
216,003o0000005EQFg,0,0.54182,-0.06777,217,-0.5,3.5,-0.33214761,-0.11164283,0.765744209,0.875068117,15.71612469,-0.875038973,-0.00714172,-4.875038973,-2.375038973,-0.40714172
217,003o0000005Be0X,1,0.08427,-0.03095,218,0,3.5,0.22142381,0.00219667,0.019909869,0.141102336,3.299868923,-0.139338619,-0.022240022,-2.139338619,-0.889338619,-1.822240022
218,003o0000005Be0E,1,0.03215,-0.08435,219,0.5,3.5,0.22142381,0.00219667,0.043314901,0.208122323,4.726683874,0.002974985,-0.208101059,-1.997025015,-0.747025015,-2.008101059
219,003o0000005BdyE,1,0.14645,0.03598,220,1,3.5,0.22142381,0.00219667,0.006762386,0.082233725,1.975679234,-0.03239278,0.075585008,-2.03239278,-0.78239278,-1.724414992
220,003o0000005Bdzo,1,0.23326,0.09099,221,1.5,3.5,0.22142381,0.00219667,0.008024351,0.089578741,2.144778636,-0.048639507,0.075223329,-2.048639507,-0.798639507,-1.724776671
221,003o0000005Be0O,1,0.26014,0.01836,222,2,3.5,0.22142381,0.00219667,0.001760197,0.041954697,1.027461637,0.021690298,0.035912777,-1.978309702,-0.728309702,-1.764087223
222,003o0000005BdxY,1,0.49501,-0.18916,223,2.5,3.5,0.22142381,0.00219667,0.111466779,0.333866408,7.202044967,0.202565771,0.265393834,-1.797434229,-0.547434229,-1.534606166
223,003o0000005Bdxl,1,0.23694,-0.07904,224,3,3.5,0.22142381,0.00219667,0.006840149,0.082705192,1.986567908,-0.033404287,0.075659119,-2.033404287,-0.783404287,-1.724340881
224,003o0000005BdxN,1,0.34496,0.17698,225,3.5,3.5,0.22142381,0.00219667,0.045810403,0.214033648,4.848710232,0.029087049,-0.212047981,-1.970912951,-0.720912951,-2.012047981
225,003o0000005Bdxq,1,0.43222,0.08101,226,4,3.5,0.22142381,0.00219667,0.050646575,0.225047939,5.074499421,0.079722918,-0.210453869,-1.920277082,-0.670277082,-2.010453869
226,003o0000005Bdxe,1,0.29725,0.06895,227,4,3,0.22142381,0.00219667,0.010205618,0.10102286,2.405990502,-0.074901058,0.067789746,-2.074901058,-0.824901058,-1.732210254
227,003o0000005Be3V,1,-0.39881,0.25579,228,4,2.5,0.22142381,0.00219667,0.448999556,0.670074291,12.82170278,0.648350117,0.169238535,-1.351649883,-0.101649883,-1.630761465
228,003o0000005Be0Y,1,0.41632,-0.01046,229,4,2,0.22142381,0.00219667,0.038144716,0.195306723,4.460070617,-0.048758242,-0.189122579,-2.048758242,-0.798758242,-1.989122579
229,003o0000005BdxU,1,-0.03488,-0.50394,230,4,1.5,0.22142381,0.00219667,0.321865972,0.567332329,11.23437552,0.134195681,-0.551232701,-1.865804319,-0.615804319,-2.351232701
230,003o0000005Be3N,1,0.14311,0.07467,231,4,1,0.22142381,0.00219667,0.011385436,0.10670256,2.534623196,-0.087643386,0.060861098,-2.087643386,-0.837643386,-1.739138902
